Tache_ID,Date,Produit,Type_tissu,Quantite_kg,Machine_utilisee,Duree_min,Resultat_qualite_pct
T01447,2024-06-13,Rideaux,Coton,398,M7,140,75.66
T01448,2024-07-14,Tissus techniques,Coton,221,M8,257,73.04
T01449,2023-02-27,Draps,Lin,69,M8,64,70.0
T01450,2023-09-23,Draps,Polyester,370,M9,256,78.41
T01451,2025-04-25,Rideaux,Mélange,266,M8,221,74.5
T01452,2025-03-26,Tissus techniques,Lin,235,M6,95,77.61
T01453,2024-08-14,Draps,Polyester,64,M4,108,70.0
T01454,2024-10-26,Housses,Polyester,324,M1,275,74.62
T01455,2025-07-03,Housses,Soie,394,M9,249,73.36
T01456,2023-01-27,Rideaux,Lin,193,M3,101,70.85
T01457,2025-10-28,Tissus techniques,Mélange,241,M4,93,71.27
T01458,2023-12-23,Draps,Coton,414,M4,116,81.27
T01459,2025-09-19,Serviettes,Coton,339,M1,131,74.69
T01460,2023-01-08,Tissus techniques,Soie,226,M9,139,74.89
T01461,2025-11-19,Draps,Coton,205,M1,284,72.96
T01462,2024-07-11,Draps,Lin,477,M6,175,75.73
T01463,2025-08-02,Housses,Coton,362,M6,216,76.74
T01464,2023-03-22,Tissus techniques,Mélange,338,M1,129,78.56
T01465,2024-04-13,Housses,Coton,448,M10,255,75.34
T01466,2025-02-17,Serviettes,Mélange,265,M5,195,77.73
T01467,2025-04-13,Serviettes,Soie,350,M7,80,74.45
T01468,2024-12-07,Tissus techniques,Soie,393,M8,286,76.41
T01469,2023-08-23,Tissus techniques,Polyester,144,M10,165,74.47
T01470,2025-11-19,Rideaux,Lin,402,M7,219,76.05
T01471,2023-06-28,Rideaux,Mélange,373,M10,178,77.57
T01472,2025-09-24,Draps,Polyester,99,M3,126,71.04
T01473,2024-03-26,Tissus techniques,Soie,68,M6,69,71.75
T01474,2025-08-11,Rideaux,Coton,214,M7,101,70.0
T01475,2024-05-27,Housses,Coton,328,M9,196,71.07
T01476,2025-07-15,Housses,Mélange,416,M6,281,80.17
T01477,2023-02-08,Housses,Coton,345,M4,194,80.01
T01478,2024-01-15,Rideaux,Coton,202,M3,65,71.31
T01479,2023-04-09,Housses,Mélange,489,M5,114,79.05
T01480,2025-12-06,Housses,Coton,209,M1,134,75.06
T01481,2024-03-10,Tissus techniques,Mélange,273,M4,263,77.54
T01482,2024-08-25,Serviettes,Lin,260,M3,183,70.0
T01483,2023-04-02,Housses,Mélange,55,M4,138,70.0
T01484,2024-05-10,Tissus techniques,Mélange,195,M4,254,72.9
T01485,2023-02-24,Draps,Mélange,214,M5,213,76.39
T01486,2024-09-14,Draps,Soie,285,M4,74,83.2
T01487,2024-10-01,Housses,Mélange,88,M10,216,71.08
T01488,2025-11-21,Housses,Polyester,253,M8,167,70.84
T01489,2023-08-01,Housses,Mélange,240,M2,83,76.01
T01490,2023-04-23,Rideaux,Soie,423,M3,141,82.42
T01491,2024-12-13,Serviettes,Coton,79,M10,68,71.9
T01492,2023-09-01,Rideaux,Soie,438,M10,239,76.04
T01493,2024-06-01,Draps,Coton,441,M5,136,81.69
T01494,2024-02-12,Tissus techniques,Soie,398,M4,70,79.95
T01495,2024-12-15,Serviettes,Soie,240,M7,99,71.72
T01496,2023-01-06,Draps,Soie,213,M9,205,75.4
T01497,2023-09-07,Housses,Coton,214,M4,177,77.27
T01498,2023-02-24,Serviettes,Soie,412,M7,239,81.79
T01499,2025-01-22,Tissus techniques,Lin,52,M4,99,70.84
T01500,2025-05-17,Housses,Lin,475,M3,118,78.43
T01501,2025-08-16,Rideaux,Soie,301,M8,216,79.7
T01502,2024-07-13,Housses,Polyester,154,M3,130,70.0
T01503,2023-05-17,Rideaux,Lin,264,M9,214,76.6
T01504,2025-09-24,Draps,Soie,275,M6,181,71.39
T01505,2025-05-14,Rideaux,Mélange,223,M8,200,77.66
T01506,2024-07-27,Rideaux,Polyester,94,M10,105,71.11
T01507,2024-03-15,Housses,Lin,185,M7,197,77.51
T01508,2025-03-28,Housses,Mélange,235,M2,162,76.17
T01509,2024-03-06,Housses,Soie,156,M6,87,70.0
T01510,2023-09-15,Tissus techniques,Mélange,251,M4,126,79.29
T01511,2025-02-09,Rideaux,Mélange,294,M8,172,80.53
T01512,2024-08-14,Serviettes,Mélange,278,M2,64,78.21
T01513,2023-02-17,Housses,Soie,486,M3,187,77.44
T01514,2024-10-14,Draps,Soie,391,M9,189,76.9
T01515,2025-11-13,Tissus techniques,Polyester,423,M3,62,78.9
T01516,2024-11-23,Draps,Polyester,290,M9,135,73.69
T01517,2024-03-05,Draps,Soie,157,M5,257,78.22
T01518,2024-06-03,Housses,Soie,489,M6,257,80.21
T01519,2023-06-08,Draps,Lin,82,M5,288,70.0
T01520,2023-11-28,Serviettes,Mélange,114,M10,188,73.3
T01521,2025-08-20,Draps,Mélange,433,M7,229,77.62
T01522,2025-07-11,Draps,Polyester,273,M7,266,75.24
T01523,2023-02-16,Draps,Polyester,340,M4,217,75.69
T01524,2024-08-02,Draps,Polyester,239,M3,107,77.2
T01525,2024-05-03,Serviettes,Polyester,247,M6,145,78.3
T01526,2023-12-22,Housses,Polyester,417,M8,203,79.19
T01527,2024-04-11,Draps,Soie,328,M4,95,75.54
T01528,2023-03-06,Tissus techniques,Coton,92,M4,227,71.72
T01529,2023-09-02,Draps,Lin,92,M5,213,71.9
T01530,2025-01-02,Housses,Polyester,276,M6,268,73.11
T01531,2024-06-15,Tissus techniques,Lin,198,M4,98,75.7
T01532,2025-03-08,Housses,Coton,146,M3,229,74.3
T01533,2025-02-18,Serviettes,Soie,249,M10,267,79.6
T01534,2025-05-20,Housses,Lin,233,M10,191,78.43
T01535,2025-01-17,Rideaux,Soie,357,M9,268,75.08
T01536,2024-04-05,Housses,Soie,211,M9,129,76.68
T01537,2024-07-05,Tissus techniques,Coton,381,M4,179,74.77
T01538,2023-11-05,Rideaux,Polyester,250,M10,194,77.09
T01539,2024-06-19,Housses,Mélange,421,M1,214,76.87
T01540,2023-07-13,Draps,Mélange,202,M8,194,70.97
T01541,2023-01-27,Tissus techniques,Lin,482,M7,134,80.48
T01542,2024-12-11,Housses,Mélange,339,M10,201,70.0
T01543,2024-03-09,Rideaux,Polyester,249,M4,81,70.0
T01544,2023-12-17,Rideaux,Lin,401,M1,208,77.49
T01545,2023-08-10,Housses,Lin,400,M10,271,78.25
T01546,2023-10-17,Draps,Coton,123,M3,69,71.35
T01547,2023-02-11,Draps,Lin,380,M9,150,72.86
T01548,2023-04-13,Housses,Polyester,66,M6,134,70.0
T01549,2023-12-13,Rideaux,Lin,167,M8,62,74.51
T01550,2023-09-28,Tissus techniques,Soie,293,M6,79,77.61
T01551,2025-01-25,Draps,Lin,140,M3,245,72.75
T01552,2024-01-16,Serviettes,Polyester,439,M8,190,82.25
T01553,2025-05-08,Serviettes,Soie,289,M5,285,76.97
T01554,2025-05-14,Rideaux,Lin,89,M1,269,70.0
T01555,2023-03-07,Serviettes,Mélange,389,M6,267,76.94
T01556,2024-04-15,Tissus techniques,Soie,170,M1,251,70.0
T01557,2024-09-11,Housses,Lin,89,M10,168,71.46
T01558,2025-05-25,Rideaux,Mélange,363,M7,199,80.6
T01559,2023-03-09,Serviettes,Coton,119,M2,98,74.44
T01560,2024-06-17,Housses,Mélange,316,M4,248,80.53
T01561,2025-03-23,Serviettes,Coton,294,M9,90,74.97
T01562,2024-02-05,Rideaux,Soie,60,M7,175,75.24
T01563,2023-08-16,Housses,Lin,480,M5,124,79.02
T01564,2025-06-10,Tissus techniques,Polyester,384,M10,172,82.09
T01565,2023-02-08,Draps,Polyester,463,M7,264,79.19
T01566,2025-08-07,Draps,Coton,116,M5,100,74.44
T01567,2024-05-11,Housses,Soie,168,M10,131,77.79
T01568,2024-09-10,Rideaux,Mélange,159,M2,266,72.6
T01569,2023-10-01,Serviettes,Polyester,334,M6,188,77.34
T01570,2025-08-05,Tissus techniques,Lin,398,M3,237,81.83
T01571,2024-06-02,Serviettes,Soie,374,M2,215,77.08
T01572,2023-07-10,Serviettes,Coton,431,M1,104,74.66
T01573,2023-09-25,Tissus techniques,Lin,487,M9,275,86.17
T01574,2025-01-16,Serviettes,Soie,262,M5,205,73.83
T01575,2024-01-13,Housses,Polyester,346,M10,60,77.4
T01576,2025-12-22,Draps,Mélange,470,M7,229,82.87
T01577,2025-05-08,Serviettes,Polyester,261,M3,108,73.39
T01578,2025-06-26,Draps,Lin,87,M2,280,70.0
T01579,2023-09-16,Draps,Coton,52,M1,197,71.8
T01580,2023-03-05,Draps,Polyester,170,M3,251,70.0
T01581,2023-01-18,Housses,Lin,344,M6,158,76.02
T01582,2023-09-19,Housses,Coton,199,M7,158,74.72
T01583,2023-08-04,Draps,Coton,196,M8,281,73.11
T01584,2025-03-09,Tissus techniques,Polyester,339,M10,244,72.15
T01585,2023-02-16,Serviettes,Mélange,72,M7,167,76.22
T01586,2024-01-24,Tissus techniques,Mélange,321,M9,153,76.73
T01587,2024-12-14,Draps,Lin,288,M4,91,80.05
T01588,2024-01-08,Rideaux,Coton,128,M5,290,71.78
T01589,2024-01-13,Serviettes,Lin,429,M8,260,75.94
T01590,2023-12-23,Rideaux,Lin,482,M5,294,80.45
T01591,2023-11-14,Housses,Polyester,448,M6,170,78.31
T01592,2024-07-18,Tissus techniques,Soie,289,M7,257,72.25
T01593,2025-11-24,Rideaux,Soie,364,M2,131,81.69
T01594,2023-12-17,Rideaux,Coton,58,M1,299,70.0
T01595,2023-12-04,Serviettes,Soie,184,M4,174,70.0
T01596,2025-05-16,Draps,Coton,438,M8,121,82.74
T01597,2025-03-07,Serviettes,Lin,216,M9,236,72.81
T01598,2023-04-16,Tissus techniques,Lin,378,M3,282,75.74
T01599,2023-12-08,Rideaux,Polyester,72,M2,147,70.0
T01600,2024-02-16,Tissus techniques,Soie,238,M8,197,79.98
T01601,2024-07-03,Draps,Coton,68,M1,287,70.0
T01602,2024-10-03,Draps,Mélange,245,M3,224,75.08
T01603,2025-05-16,Housses,Lin,369,M4,220,80.12
T01604,2023-05-17,Housses,Coton,196,M1,92,75.19
T01605,2024-10-21,Tissus techniques,Lin,94,M6,239,71.7
T01606,2024-11-12,Housses,Coton,382,M1,188,72.54
T01607,2024-06-16,Rideaux,Soie,218,M2,236,71.93
T01608,2023-02-17,Serviettes,Mélange,119,M4,185,72.94
T01609,2023-11-24,Housses,Polyester,190,M5,159,71.44
T01610,2025-11-11,Draps,Coton,391,M4,221,78.43
T01611,2025-02-08,Housses,Polyester,416,M5,278,80.37
T01612,2023-09-10,Serviettes,Mélange,165,M3,163,76.19
T01613,2025-05-11,Tissus techniques,Coton,83,M8,280,70.0
T01614,2024-04-08,Tissus techniques,Coton,84,M1,168,78.27
T01615,2024-04-13,Draps,Polyester,200,M10,184,76.3
T01616,2023-03-16,Housses,Lin,90,M1,196,71.79
T01617,2023-07-06,Tissus techniques,Soie,210,M7,277,77.47
T01618,2025-10-20,Housses,Coton,272,M1,136,82.54
T01619,2023-09-14,Housses,Soie,55,M10,152,70.0
T01620,2024-07-28,Draps,Coton,469,M9,107,78.7
T01621,2025-10-05,Draps,Coton,296,M6,188,70.0
T01622,2024-05-08,Rideaux,Mélange,464,M4,65,79.86
T01623,2025-08-11,Serviettes,Lin,403,M7,110,79.16
T01624,2023-05-19,Serviettes,Mélange,372,M10,164,77.32
T01625,2025-02-17,Tissus techniques,Coton,387,M8,141,75.78
T01626,2025-07-18,Tissus techniques,Lin,178,M6,228,70.0
T01627,2024-10-13,Rideaux,Lin,138,M1,166,73.88
T01628,2025-10-22,Serviettes,Polyester,446,M6,195,83.29
T01629,2023-01-01,Serviettes,Polyester,323,M1,229,74.69
T01630,2025-12-18,Tissus techniques,Polyester,257,M4,125,76.46
T01631,2025-05-20,Draps,Coton,309,M9,149,71.48
T01632,2023-05-18,Housses,Lin,93,M10,273,73.23
T01633,2023-08-24,Serviettes,Soie,482,M8,189,78.46
T01634,2023-05-02,Tissus techniques,Mélange,477,M4,95,77.25
T01635,2025-02-18,Draps,Soie,389,M8,82,75.5
T01636,2024-08-22,Draps,Coton,53,M4,132,70.0
T01637,2023-03-02,Tissus techniques,Lin,273,M2,187,76.61
T01638,2024-06-15,Rideaux,Coton,292,M10,76,71.9
T01639,2025-05-21,Housses,Coton,59,M1,67,70.0
T01640,2023-02-08,Serviettes,Coton,476,M3,244,79.4
T01641,2023-05-27,Housses,Mélange,59,M5,294,70.0
T01642,2023-02-03,Serviettes,Mélange,132,M2,150,78.03
T01643,2025-11-18,Draps,Mélange,126,M8,256,70.0
T01644,2024-03-09,Rideaux,Lin,380,M8,241,75.59
T01645,2024-05-11,Tissus techniques,Coton,315,M5,169,73.37
T01646,2025-10-04,Rideaux,Mélange,431,M4,112,84.02
T01647,2024-06-20,Tissus techniques,Polyester,299,M1,298,77.64
T01648,2025-10-04,Rideaux,Mélange,286,M2,214,72.91
T01649,2023-12-22,Housses,Coton,493,M9,261,83.18
T01650,2023-04-17,Serviettes,Soie,227,M7,91,75.14
T01651,2025-08-18,Housses,Soie,328,M2,94,77.33
T01652,2024-07-14,Housses,Mélange,110,M7,246,71.17
T01653,2025-10-28,Serviettes,Soie,495,M8,232,77.65
T01654,2023-11-27,Housses,Soie,406,M7,150,79.13
T01655,2024-05-18,Tissus techniques,Polyester,480,M10,175,77.96
T01656,2024-11-11,Housses,Soie,301,M7,183,81.47
T01657,2023-12-22,Housses,Coton,70,M8,141,70.0
T01658,2023-12-27,Tissus techniques,Mélange,118,M4,227,76.97
T01659,2025-04-25,Tissus techniques,Lin,478,M4,204,79.23
T01660,2023-05-15,Rideaux,Coton,390,M3,171,78.7
T01661,2024-09-17,Tissus techniques,Polyester,279,M1,174,78.08
T01662,2023-11-27,Housses,Polyester,183,M7,60,71.77
T01663,2025-12-25,Rideaux,Lin,91,M8,284,74.41
T01664,2023-03-03,Serviettes,Lin,51,M6,191,70.0
T01665,2024-11-18,Housses,Lin,459,M9,194,77.02
T01666,2023-03-23,Serviettes,Mélange,386,M6,145,74.95
T01667,2024-07-20,Serviettes,Coton,312,M9,197,72.48
T01668,2023-08-27,Draps,Soie,356,M10,245,76.48
T01669,2023-12-22,Housses,Coton,263,M3,108,76.42
T01670,2025-11-21,Draps,Polyester,429,M5,117,80.69
T01671,2024-05-20,Draps,Mélange,473,M8,139,80.18
T01672,2024-01-21,Housses,Polyester,327,M7,184,74.54
T01673,2023-02-23,Tissus techniques,Lin,200,M10,195,75.11
T01674,2025-06-27,Housses,Soie,172,M5,111,73.81
T01675,2024-06-27,Draps,Mélange,178,M2,166,76.37
T01676,2023-11-23,Tissus techniques,Soie,141,M5,62,75.15
T01677,2025-10-13,Serviettes,Mélange,390,M8,74,77.89
T01678,2023-12-08,Serviettes,Coton,240,M7,168,72.11
T01679,2024-01-03,Housses,Coton,311,M8,90,74.26
T01680,2024-02-01,Rideaux,Polyester,416,M10,206,76.67
T01681,2025-03-23,Draps,Soie,464,M2,292,78.33
T01682,2025-10-18,Draps,Lin,138,M2,122,73.56
T01683,2023-09-19,Tissus techniques,Coton,210,M1,108,76.35
T01684,2024-07-04,Draps,Soie,171,M5,83,73.27
T01685,2024-12-09,Draps,Polyester,258,M6,153,75.21
T01686,2024-06-03,Serviettes,Lin,490,M4,299,80.23
T01687,2024-06-19,Draps,Soie,456,M5,250,77.57
T01688,2025-02-12,Tissus techniques,Soie,149,M1,236,70.2
T01689,2023-07-07,Serviettes,Mélange,260,M5,190,70.0
T01690,2024-06-01,Draps,Soie,200,M5,113,71.91
T01691,2024-03-26,Rideaux,Coton,82,M10,82,73.06
T01692,2024-06-08,Tissus techniques,Polyester,286,M1,266,73.61
T01693,2024-11-14,Housses,Soie,482,M8,184,78.93
T01694,2025-11-04,Serviettes,Polyester,83,M5,263,73.06
T01695,2024-03-09,Rideaux,Mélange,271,M5,257,76.98
T01696,2025-02-22,Rideaux,Lin,227,M1,206,71.3
T01697,2023-11-09,Serviettes,Polyester,426,M2,273,81.51
T01698,2025-05-02,Tissus techniques,Lin,356,M3,213,80.5
T01699,2025-05-21,Tissus techniques,Polyester,100,M4,97,70.0
T01700,2024-02-02,Draps,Polyester,366,M10,86,74.85
T01701,2023-07-25,Rideaux,Lin,314,M5,253,79.85
T01702,2024-12-01,Housses,Mélange,100,M10,265,71.56
T01703,2023-11-01,Rideaux,Coton,360,M2,158,70.54
T01704,2023-04-19,Serviettes,Lin,468,M7,92,75.16
T01705,2024-10-08,Serviettes,Mélange,269,M6,185,74.63
T01706,2025-02-04,Housses,Lin,412,M5,206,74.75
T01707,2025-02-05,Housses,Lin,51,M1,169,70.0
T01708,2023-04-25,Housses,Coton,312,M4,293,76.34
T01709,2025-10-06,Rideaux,Polyester,109,M7,186,76.57
T01710,2025-02-16,Tissus techniques,Soie,112,M10,171,71.37
T01711,2023-08-20,Draps,Coton,291,M3,216,79.04
T01712,2023-04-08,Rideaux,Mélange,112,M4,247,76.53
T01713,2023-06-07,Draps,Polyester,176,M6,170,77.82
T01714,2023-12-25,Housses,Soie,418,M3,243,79.21
T01715,2024-06-23,Draps,Polyester,417,M1,207,72.45
T01716,2024-02-09,Tissus techniques,Soie,96,M7,200,73.3
T01717,2023-09-22,Housses,Mélange,138,M2,197,75.91
T01718,2025-03-10,Rideaux,Soie,330,M3,268,76.36
T01719,2023-07-07,Tissus techniques,Lin,356,M8,61,82.35
T01720,2023-09-14,Rideaux,Soie,499,M4,96,82.56
T01721,2025-03-07,Serviettes,Lin,179,M3,279,75.28
T01722,2024-04-15,Housses,Lin,251,M9,251,78.28
T01723,2023-03-11,Rideaux,Coton,200,M6,94,75.0
T01724,2025-08-27,Housses,Polyester,294,M6,216,70.0
T01725,2023-05-09,Tissus techniques,Polyester,406,M2,173,76.62
T01726,2024-05-07,Rideaux,Polyester,89,M1,148,75.37
T01727,2024-10-10,Draps,Soie,403,M6,106,75.64
T01728,2024-04-06,Housses,Lin,373,M3,128,76.79
T01729,2024-05-22,Housses,Lin,192,M6,90,70.71
T01730,2025-10-12,Rideaux,Coton,435,M9,226,84.05
T01731,2025-10-15,Tissus techniques,Polyester,464,M5,186,84.32
T01732,2023-12-18,Draps,Polyester,392,M8,67,75.19
T01733,2024-07-06,Rideaux,Coton,103,M7,300,72.5
T01734,2023-03-01,Rideaux,Lin,387,M8,173,75.7
T01735,2023-05-20,Rideaux,Mélange,293,M3,132,77.7
T01736,2025-05-19,Serviettes,Soie,109,M6,104,73.71
T01737,2025-11-22,Serviettes,Coton,215,M7,200,76.74
T01738,2023-12-02,Housses,Coton,310,M3,65,77.2
T01739,2025-08-21,Housses,Coton,354,M9,191,85.89
T01740,2023-03-02,Housses,Lin,232,M3,220,71.56
T01741,2023-01-21,Housses,Polyester,442,M3,110,73.71
T01742,2025-06-22,Rideaux,Soie,339,M2,114,75.6
T01743,2023-12-06,Tissus techniques,Mélange,116,M10,276,70.0
T01744,2025-01-06,Rideaux,Coton,61,M1,263,70.0
T01745,2025-03-06,Tissus techniques,Mélange,337,M3,276,73.74
T01746,2024-08-19,Housses,Mélange,319,M4,145,73.61
T01747,2025-12-26,Rideaux,Lin,136,M7,262,70.0
T01748,2023-04-06,Serviettes,Polyester,75,M9,61,73.05
T01749,2025-08-16,Draps,Coton,169,M8,257,71.86
T01750,2025-02-16,Draps,Polyester,75,M7,198,70.96
T01751,2024-03-10,Tissus techniques,Coton,309,M9,288,78.86
T01752,2025-10-12,Housses,Lin,395,M1,198,75.6
T01753,2024-02-12,Draps,Lin,121,M9,166,71.63
T01754,2024-01-01,Housses,Mélange,369,M8,236,78.48
T01755,2024-10-09,Draps,Coton,448,M8,88,73.14
T01756,2024-10-02,Serviettes,Soie,201,M9,244,70.0
T01757,2024-04-16,Serviettes,Polyester,364,M1,253,78.32
T01758,2023-03-11,Housses,Mélange,268,M9,131,76.84
T01759,2025-12-07,Rideaux,Lin,407,M3,204,84.33
T01760,2025-12-15,Housses,Soie,371,M8,79,77.89
T01761,2024-05-22,Serviettes,Mélange,403,M6,232,80.52
T01762,2025-10-25,Rideaux,Soie,91,M10,137,71.23
T01763,2024-11-28,Tissus techniques,Coton,72,M8,82,72.33
T01764,2025-02-24,Draps,Lin,237,M4,116,79.74
T01765,2024-04-12,Housses,Lin,108,M8,105,70.0
T01766,2023-05-01,Rideaux,Coton,240,M6,196,76.04
T01767,2025-09-21,Tissus techniques,Soie,176,M2,228,79.93
T01768,2025-05-22,Serviettes,Mélange,288,M1,156,76.61
T01769,2023-02-11,Rideaux,Lin,489,M2,88,84.73
T01770,2025-09-25,Housses,Mélange,462,M6,216,77.35
T01771,2024-10-23,Draps,Mélange,125,M7,143,72.4
T01772,2025-10-11,Draps,Soie,155,M4,160,73.2
T01773,2025-07-14,Rideaux,Mélange,111,M5,117,70.0
T01774,2023-04-26,Tissus techniques,Polyester,61,M1,239,70.0
T01775,2023-10-18,Draps,Coton,472,M2,61,76.15
T01776,2024-04-18,Serviettes,Lin,190,M5,120,76.27
T01777,2023-07-12,Rideaux,Mélange,471,M6,80,82.04
T01778,2025-09-20,Housses,Coton,378,M10,184,78.53
T01779,2025-11-22,Rideaux,Polyester,83,M8,213,74.13
T01780,2023-06-10,Serviettes,Soie,346,M9,291,76.43
T01781,2023-11-07,Rideaux,Polyester,358,M5,196,80.77
T01782,2025-04-01,Rideaux,Mélange,189,M1,194,73.81
T01783,2023-10-03,Draps,Coton,263,M10,143,75.43
T01784,2024-10-18,Draps,Mélange,324,M4,108,75.68
T01785,2023-02-13,Tissus techniques,Mélange,438,M3,159,80.81
T01786,2024-05-01,Serviettes,Coton,278,M6,60,74.3
T01787,2024-10-27,Housses,Mélange,63,M7,131,74.19
T01788,2023-09-04,Draps,Soie,279,M2,74,72.18
T01789,2025-02-15,Housses,Soie,239,M2,64,71.48
T01790,2024-10-06,Draps,Mélange,245,M6,115,76.96
T01791,2025-08-10,Housses,Polyester,231,M6,242,74.35
T01792,2025-04-20,Serviettes,Coton,318,M6,282,75.0
T01793,2025-07-13,Rideaux,Polyester,339,M4,125,79.45
T01794,2024-09-04,Serviettes,Soie,314,M9,191,74.46
T01795,2025-02-01,Tissus techniques,Mélange,497,M7,240,79.34
T01796,2025-11-08,Serviettes,Coton,91,M10,178,76.02
T01797,2023-11-27,Serviettes,Coton,301,M9,90,80.64
T01798,2024-12-14,Serviettes,Lin,417,M3,143,83.06
T01799,2024-09-18,Draps,Coton,381,M10,226,76.77
T01800,2023-03-24,Tissus techniques,Soie,264,M2,285,78.97
T01801,2024-02-18,Draps,Soie,307,M5,139,73.29
T01802,2023-05-13,Tissus techniques,Soie,450,M1,75,76.28
T01803,2024-11-05,Rideaux,Mélange,277,M7,140,70.0
T01804,2024-02-06,Rideaux,Polyester,202,M6,199,79.06
T01805,2024-08-19,Rideaux,Coton,354,M7,76,74.49
T01806,2024-10-28,Housses,Coton,482,M2,272,79.26
T01807,2025-12-09,Draps,Mélange,60,M6,137,70.0
T01808,2025-05-10,Housses,Soie,137,M6,97,74.83
T01809,2023-07-12,Serviettes,Mélange,472,M10,176,78.31
T01810,2025-04-26,Housses,Coton,284,M7,159,71.77
T01811,2025-07-16,Rideaux,Lin,483,M5,224,80.98
T01812,2024-03-01,Serviettes,Coton,478,M6,183,75.26
T01813,2025-10-16,Draps,Soie,227,M9,76,72.03
T01814,2023-03-09,Rideaux,Coton,457,M8,172,72.82
T01815,2025-04-14,Serviettes,Polyester,71,M10,167,70.0
T01816,2025-09-02,Draps,Mélange,121,M3,177,72.96
T01817,2023-07-14,Serviettes,Lin,488,M10,225,73.87
T01818,2023-06-06,Tissus techniques,Coton,93,M8,221,70.0
T01819,2024-03-28,Tissus techniques,Polyester,221,M9,77,74.41
T01820,2023-03-26,Tissus techniques,Coton,147,M6,227,71.31
T01821,2024-03-27,Tissus techniques,Coton,92,M9,92,77.82
T01822,2023-04-21,Serviettes,Coton,76,M3,143,77.02
T01823,2025-04-02,Rideaux,Soie,291,M5,64,73.22
T01824,2024-02-18,Rideaux,Lin,169,M2,254,75.05
T01825,2023-06-13,Rideaux,Mélange,162,M6,277,75.49
T01826,2024-03-27,Housses,Soie,223,M4,235,72.67
T01827,2023-09-09,Housses,Lin,171,M7,133,70.0
T01828,2025-03-04,Rideaux,Lin,470,M10,166,79.36
T01829,2024-06-17,Tissus techniques,Coton,243,M7,109,74.34
T01830,2025-10-07,Draps,Lin,117,M3,84,71.03
T01831,2024-09-23,Housses,Coton,288,M1,84,77.09
T01832,2025-03-28,Draps,Polyester,222,M8,127,72.19
T01833,2025-02-05,Rideaux,Coton,141,M2,199,70.0
T01834,2025-04-23,Serviettes,Polyester,57,M2,180,71.47
T01835,2025-12-03,Housses,Polyester,186,M6,221,74.88
T01836,2024-08-14,Tissus techniques,Mélange,436,M7,98,75.19
T01837,2024-04-14,Tissus techniques,Coton,102,M8,91,74.82
T01838,2025-03-02,Serviettes,Polyester,237,M8,237,70.0
T01839,2024-02-21,Tissus techniques,Polyester,244,M6,280,73.15
T01840,2025-12-06,Serviettes,Coton,74,M3,107,70.71
T01841,2024-03-05,Serviettes,Soie,96,M7,158,70.01
T01842,2024-04-07,Serviettes,Polyester,93,M10,219,70.16
T01843,2025-08-21,Serviettes,Coton,83,M2,141,77.27
T01844,2023-10-06,Tissus techniques,Coton,479,M10,298,77.03
T01845,2025-10-07,Draps,Soie,465,M8,169,86.62
T01846,2025-05-05,Draps,Coton,422,M2,187,79.75
T01847,2025-04-03,Draps,Coton,70,M10,282,71.68
T01848,2023-01-22,Rideaux,Soie,68,M1,270,72.79
T01849,2024-03-21,Draps,Polyester,349,M6,271,84.57
T01850,2024-07-18,Tissus techniques,Polyester,95,M1,111,70.0
T01851,2025-10-12,Serviettes,Soie,401,M3,94,74.66
T01852,2024-12-25,Housses,Lin,472,M10,291,77.18
T01853,2023-12-20,Draps,Lin,224,M4,106,74.58
T01854,2024-05-17,Housses,Mélange,493,M1,185,74.68
T01855,2024-10-27,Tissus techniques,Polyester,286,M8,263,75.79
T01856,2024-06-10,Serviettes,Mélange,230,M10,102,79.68
T01857,2025-10-04,Rideaux,Soie,170,M2,102,73.85
T01858,2025-05-11,Serviettes,Polyester,282,M5,208,74.76
T01859,2025-11-28,Draps,Coton,257,M1,246,73.29
T01860,2025-05-22,Tissus techniques,Mélange,398,M2,202,80.66
T01861,2023-03-06,Serviettes,Polyester,397,M5,222,75.46
T01862,2025-05-09,Tissus techniques,Polyester,324,M5,194,82.02
T01863,2024-11-13,Housses,Polyester,204,M6,80,79.88
T01864,2025-05-06,Draps,Polyester,287,M3,218,76.51
T01865,2025-10-03,Rideaux,Lin,244,M1,182,74.85
T01866,2023-04-07,Housses,Coton,188,M4,291,76.85
T01867,2025-03-15,Tissus techniques,Polyester,389,M7,89,81.06
T01868,2023-04-24,Housses,Polyester,215,M5,153,71.88
T01869,2025-11-05,Rideaux,Mélange,448,M2,274,77.38
T01870,2023-08-06,Draps,Soie,456,M8,172,75.15
T01871,2025-11-07,Draps,Mélange,396,M8,203,79.15
T01872,2023-04-28,Housses,Mélange,421,M4,125,80.42
T01873,2024-09-13,Serviettes,Coton,415,M8,147,74.25
T01874,2023-10-04,Housses,Coton,439,M10,108,77.41
T01875,2025-03-17,Housses,Coton,311,M4,286,72.18
T01876,2025-06-01,Tissus techniques,Lin,368,M9,137,74.66
T01877,2025-11-11,Rideaux,Coton,235,M1,160,76.35
T01878,2025-02-12,Draps,Coton,185,M7,94,71.5
T01879,2024-09-11,Tissus techniques,Soie,132,M2,180,71.74
T01880,2025-07-06,Tissus techniques,Lin,208,M4,269,70.0
T01881,2025-02-10,Rideaux,Polyester,259,M6,81,75.74
T01882,2025-05-19,Housses,Soie,225,M4,226,74.37
T01883,2023-02-10,Rideaux,Soie,433,M4,122,76.47
